Temperature: 17
Humidity: 25
Water amount: 986451
Animals:
1. Name: tiger, Species: Carnivore, Food Chain Level: Tertiary, Energy: 130, Average Lifespan: 87600 hours, Age: 44808 hours, Count: 1
78. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
79. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
80. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
81. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
82. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
83. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
84. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
85. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
86. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
87. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
88. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
89. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
90. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
91. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
92. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
93. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
94. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
95. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
96. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
97. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
98. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
99. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
100. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
101. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
102. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
103. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
104. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
105. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
106. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
107. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
108. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
109. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
110. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
111. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
112. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
113. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
114. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
115. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
116. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
117. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
118. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
119. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
120. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
121. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
122. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
123. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
124. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
125. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
126. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
127. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
128. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
129. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
130. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
131. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
132. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
133. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
134. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
135. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
136. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
137. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
138. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
139. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
140. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
141. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
142. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
143. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
144. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
145. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
146. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
147. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
148. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
149. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
150. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
151. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
152. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
153. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
154. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
155. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
156. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
157. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
158. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
159. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
160. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
161. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
162. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
163. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
164. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
165. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
166. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
167. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
168. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
169. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
170. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
171. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
172. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
173. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
174. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
175. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
176. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
177. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
178. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
179. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
180. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
181. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
182. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
183. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
184. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
185. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
186. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
187. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
188. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
189. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
190. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
191. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
192. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
193. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
194. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
195. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
196. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
197. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
198. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
199. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
200. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
201. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
202. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
203. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
204. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
205. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
206. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
207. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
208. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
209. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
210. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
211. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
212. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
213. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
214. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
215. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
216. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
217. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
218. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
219. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
220. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
221. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
222. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
223. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
224. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
225. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
226. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
227. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
228. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
229. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
230. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
231. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
232. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
233. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
234. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
235. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
236. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
237. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
238. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
239. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
240. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
241. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
242. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
243. Name: raspberry, Growth Level: 18, Water Needs: 3 per day, Optimal Temperature: 17 degrees, Count: 1
